stimulus_number,r_score
1693633,0.09570141136646271
177139,0.09386742115020752
92473,0.0932779610157013
2550820,0.09279041737318039
2516691,0.09139282256364822
1483215,0.09069330990314484
2007973,0.09049742668867111
2291706,0.0889761745929718
1694949,0.08879886567592621
1108176,0.08864713460206985
2377638,0.08798186480998993
513353,0.08764522522687912
268671,0.08737735450267792
2367976,0.08726412802934647
1910380,0.0866297259926796
184298,0.08584731072187424
1368822,0.08578267693519592
1447694,0.08491439372301102
1880464,0.0846407487988472
1126978,0.08457667380571365
335088,0.08444981276988983
1078814,0.08358821272850037
1769425,0.08351004123687744
584019,0.08339054137468338
893316,0.08314274996519089
584397,0.08311097323894501
2086956,0.08300624787807465
1539598,0.08291462063789368
2350254,0.0825071856379509
1509157,0.0823708176612854
1928894,0.08227676898241043
511031,0.08205405622720718
2040594,0.08162475377321243
2214366,0.08148104697465897
2645658,0.0814734399318695
1662813,0.08140875399112701
177062,0.08127963542938232
1119623,0.08118949830532074
1727127,0.08114883303642273
616841,0.08111262321472168
1851852,0.08104751259088516
764546,0.0807604044675827
1116647,0.08063177764415741
1276636,0.08035267889499664
280620,0.0803152546286583
2111073,0.08022477477788925
2779908,0.07992757856845856
2479791,0.07980911433696747
805908,0.07967378944158554
2562777,0.07966377586126328
640766,0.07960573583841324
1804458,0.07955922931432724
1369523,0.07918120175600052
2539982,0.07905224710702896
820489,0.0788368433713913
2628178,0.07880373299121857
2348980,0.07870686799287796
659244,0.0786694884300232
842016,0.07861943542957306
1776221,0.07858990877866745
2322962,0.07856879383325577
2889448,0.07855503261089325
1008059,0.07847283780574799
1636392,0.07826883345842361
895022,0.07822007685899734
480420,0.07821065187454224
1767326,0.07819726318120956
1343931,0.07817759364843369
904756,0.07817438244819641
1423091,0.07791947573423386
2655879,0.07790070027112961
1686025,0.07789617031812668
1532409,0.07784838229417801
69705,0.07783246040344238
215436,0.07781016826629639
1416201,0.07766861468553543
570200,0.07759647816419601
235126,0.07757100462913513
1433098,0.0775664672255516
1994667,0.07756556570529938
2406546,0.07753830403089523
953662,0.07736249268054962
1480587,0.07734381407499313
423594,0.07733216136693954
980096,0.07727255672216415
1815133,0.07723802328109741
401142,0.07717666029930115
1425470,0.07716827839612961
1785265,0.07713960856199265
127495,0.07702825963497162
2526180,0.07702811062335968
2396618,0.07690155506134033
2438216,0.07679259032011032
1116533,0.07672221213579178
1967212,0.076676145195961
101485,0.07663083076477051
1035283,0.07661924511194229
1287043,0.0765889585018158
1629363,0.07650546729564667
2533490,0.07650250196456909
1552119,0.07645521312952042
763479,0.07645037025213242
1325440,0.07643529772758484
2670989,0.07636702805757523
55124,0.07634878158569336
151110,0.07625759392976761
1877990,0.07622341066598892
356299,0.07612933218479156
554669,0.07607392221689224
2883020,0.0759587436914444
1971286,0.07590554654598236
2722756,0.07588430494070053
820017,0.07582689076662064
2343554,0.07579732686281204
103651,0.07574821263551712
2445034,0.07574760913848877
2314476,0.07572776079177856
2932833,0.07571087777614594
1553518,0.07569728791713715
2526059,0.07559733092784882
768567,0.07545965164899826
1127284,0.07543356716632843
1200910,0.07538668811321259
2094313,0.07537444680929184
2685098,0.0753718689084053
2887659,0.07534584403038025
1836567,0.07529930025339127
247045,0.07517195492982864
106640,0.0751417875289917
1790582,0.07513689249753952
2692256,0.07512198388576508
522160,0.07508085668087006
2360235,0.07503417134284973
1136453,0.07500539720058441
2889677,0.07498890906572342
1825249,0.0749838650226593
531255,0.07491382211446762
412830,0.07488764077425003
59181,0.07485219836235046
2633398,0.07483754307031631
2113902,0.07483045011758804
278423,0.0748056173324585
127007,0.0747758001089096
2838946,0.07474488019943237
321839,0.07473061978816986
2644665,0.07471789419651031
1469113,0.07469817996025085
2030772,0.07467031478881836
2761717,0.0746370181441307
2308601,0.07460468262434006
1302570,0.07459647208452225
1990243,0.07454913854598999
1458254,0.07450146973133087
