stimulus_number,r_score
1556070,0.09426983445882797
2030905,0.09276425838470459
2070670,0.09246539324522018
1535124,0.08945880830287933
2204421,0.08916029334068298
1303598,0.08613689988851547
2241916,0.08550357073545456
173924,0.08523114770650864
1377011,0.08489532768726349
116637,0.08374935388565063
2363886,0.08346767723560333
914835,0.08317632228136063
2417183,0.08302075415849686
955718,0.08295197039842606
696985,0.08157336711883545
2514923,0.08147680014371872
2029437,0.0813588872551918
2276260,0.08098147809505463
785460,0.08061866462230682
2035948,0.08046262711286545
732981,0.08022318035364151
19389,0.0799410492181778
1881701,0.07962293922901154
338947,0.0790712907910347
1204336,0.07868774980306625
1702273,0.0785914957523346
1152401,0.07835487276315689
1500770,0.07776422798633575
1022427,0.07738279551267624
2675662,0.07710709422826767
2354618,0.07690630853176117
1916328,0.07681459188461304
1225298,0.07663127779960632
894078,0.07658970355987549
2365445,0.07645481824874878
2216495,0.07626072317361832
2433065,0.0759425014257431
150539,0.07594244182109833
514473,0.07589428871870041
1760150,0.0758485347032547
1746525,0.07584750652313232
307913,0.07565604150295258
2649655,0.07523695379495621
1619569,0.07520954310894012
2474088,0.07517789304256439
854858,0.07517372071743011
389188,0.0751158595085144
1182143,0.07503920793533325
1512885,0.07498633116483688
1325540,0.07484865933656693
80741,0.07480650395154953
1424659,0.07473244518041611
1806338,0.07463681697845459
138781,0.07438644766807556
2487625,0.07435859739780426
2534050,0.0743560865521431
578254,0.07430193573236465
1555690,0.07427747547626495
744480,0.07417064160108566
2654756,0.0741545781493187
314781,0.07376084476709366
1736013,0.0737009271979332
592916,0.07364273071289062
1883593,0.07353033870458603
1430067,0.07347854226827621
135747,0.07346346974372864
1038202,0.07342688739299774
2522869,0.0734153687953949
1128380,0.07340715825557709
435296,0.073391854763031
1152436,0.07330342382192612
270720,0.07327815145254135
2357409,0.07327738404273987
1946948,0.07317227125167847
2253127,0.07317052036523819
616206,0.07316582649946213
1976046,0.07299622148275375
164296,0.07292906194925308
953491,0.0728413537144661
1359799,0.07281884551048279
996037,0.07280536741018295
765496,0.07278889417648315
177749,0.07276828587055206
436049,0.07275604456663132
137369,0.07270191609859467
422402,0.07269425690174103
6207,0.07264521718025208
469558,0.07261714339256287
1084017,0.07257869094610214
1848811,0.07247396558523178
424719,0.0724734365940094
1106952,0.07235688716173172
2690790,0.0722360834479332
1474554,0.07200167328119278
2501681,0.07198477536439896
2065486,0.07188300788402557
776327,0.07183384150266647
884898,0.07180880755186081
279298,0.07178941369056702
2066255,0.0717657059431076
1588337,0.07170336693525314
2025857,0.0716329962015152
2241357,0.07157788425683975
1886533,0.07155255973339081
656999,0.07153058797121048
341881,0.07149356603622437
1693893,0.07147957384586334
1585751,0.07145752012729645
754888,0.0714431032538414
1361028,0.07143127173185349
1361457,0.07139591127634048
214879,0.07137002050876617
2274164,0.071320079267025
2375287,0.07126477360725403
1882578,0.07124577462673187
936885,0.07120486348867416
988974,0.07118533551692963
1841210,0.07117307931184769
1055025,0.07112665474414825
603509,0.07111171633005142
1154913,0.07106392085552216
1192087,0.07105734944343567
2530401,0.07103020697832108
1300288,0.07102520018815994
793673,0.07100996375083923
2260363,0.07096721231937408
1480814,0.07095140963792801
1929764,0.07093727588653564
2669502,0.07093435525894165
1793105,0.07093252241611481
2265258,0.07092174142599106
2205405,0.07091764360666275
1558811,0.07089247554540634
710781,0.07086263597011566
1784932,0.07083748281002045
1050074,0.07078959047794342
1905895,0.07068268954753876
1989589,0.07059601694345474
1950306,0.0705738216638565
2212503,0.07053139060735703
724605,0.07051552832126617
780158,0.07048096507787704
1604178,0.07039248943328857
685150,0.07035969942808151
2490211,0.07034656405448914
32605,0.07031258940696716
2455086,0.07029029726982117
681938,0.07026060670614243
594320,0.07025215774774551
237223,0.07024338841438293
2209737,0.0702066421508789
393679,0.07016120105981827
2107267,0.07015292346477509
