stimulus_number,r_score
1946951,0.09758197516202927
2208596,0.09153787791728973
1909382,0.09004393965005875
2000562,0.08452535420656204
1612139,0.08426357805728912
2314249,0.08390473574399948
720539,0.08344561606645584
203171,0.08293025940656662
242742,0.08282976597547531
524646,0.08254464715719223
1678043,0.08215151727199554
706610,0.08214734494686127
1512997,0.081847183406353
15751,0.08138424903154373
2420459,0.0810299888253212
601251,0.08080615848302841
2027923,0.0801616981625557
2046163,0.08003701269626617
2529981,0.07978836447000504
182139,0.0797685980796814
2100418,0.07971248775720596
553586,0.0796934962272644
1318223,0.07900334894657135
251129,0.07854294776916504
698529,0.07811345160007477
2131216,0.07809408754110336
1692368,0.07802672684192657
610508,0.07778888195753098
1552782,0.07768601179122925
2459887,0.07759790122509003
921589,0.07733330875635147
1387781,0.0772407129406929
1429891,0.0770573765039444
1385823,0.07705172151327133
1170693,0.07698439806699753
1446661,0.07694084197282791
1040303,0.07685337215662003
1410888,0.076694056391716
534656,0.07660482078790665
2568350,0.07647093385457993
2467821,0.07645803689956665
2230346,0.07635805755853653
2093103,0.07611564546823502
2328515,0.0758495032787323
716166,0.07577542960643768
317452,0.07576674968004227
1533678,0.07573090493679047
2020721,0.07571566849946976
1633009,0.0756288543343544
2627859,0.07550919055938721
1608005,0.07550057023763657
2101592,0.07533594220876694
1942444,0.07528027892112732
1468797,0.07526130229234695
1737127,0.07510720193386078
2176600,0.0751068964600563
1576749,0.07503318041563034
1686841,0.07488769292831421
1946866,0.07482586801052094
976377,0.07470282912254333
1417030,0.07456477731466293
1430320,0.07446438819169998
110205,0.07442992180585861
2030779,0.07435725629329681
1760280,0.07432106137275696
1177965,0.07423997670412064
386161,0.07418666779994965
1157557,0.0741376057267189
2032924,0.07411336153745651
2507308,0.07397966086864471
858679,0.07391368597745895
1369040,0.0738285630941391
2486777,0.07373756170272827
862793,0.07370137423276901
2095380,0.07356271892786026
1007002,0.07352203130722046
727576,0.073512002825737
315041,0.07347351312637329
1368473,0.073281429708004
505785,0.07322130352258682
1757323,0.07313060015439987
2556813,0.07297036051750183
85516,0.07296913862228394
1220120,0.0728803277015686
1013538,0.0728779211640358
697077,0.07269484549760818
252670,0.07262536138296127
1235079,0.0726194977760315
1694868,0.07260703295469284
2248819,0.07256047427654266
1237535,0.07252559065818787
1069192,0.0723976343870163
225829,0.07234750688076019
1308189,0.07222861051559448
2125045,0.07215923815965652
1632867,0.07210217416286469
956977,0.0720394104719162
529876,0.07197973877191544
380883,0.07189572602510452
1912657,0.07189061492681503
1768710,0.07182415574789047
1965702,0.07180297374725342
2012857,0.07178830355405807
620096,0.07177422195672989
704068,0.0717681348323822
1943122,0.07175426185131073
324574,0.07172359526157379
1314109,0.07169228047132492
1882299,0.07166937738656998
1726976,0.0716438889503479
978518,0.07162577658891678
2271093,0.07159457355737686
1166550,0.07155158370733261
2127980,0.07153067737817764
805193,0.07146944105625153
67786,0.07144621759653091
1718255,0.07143278419971466
2668101,0.07142239809036255
2189311,0.0712709128856659
2407877,0.07123585045337677
311427,0.0712122991681099
1564218,0.07117458432912827
1079860,0.07110071927309036
732614,0.07103553414344788
2567211,0.07098150253295898
157670,0.07093950361013412
2207873,0.07091894000768661
767554,0.07090189307928085
2121566,0.07090185582637787
1780711,0.0708581954240799
2173066,0.0708412155508995
864187,0.07083061337471008
1216735,0.07077882438898087
1920662,0.07077845185995102
618560,0.07069893926382065
1002715,0.07069263607263565
48087,0.07063547521829605
2250963,0.0706341564655304
256899,0.07060601562261581
1672317,0.07060393691062927
1148983,0.07058924436569214
1981621,0.07058564573526382
2156972,0.07056175917387009
2037117,0.07052840292453766
1396675,0.07049600034952164
1830576,0.07045803964138031
213375,0.07043539732694626
264224,0.0704197809100151
171065,0.07034268230199814
772773,0.07034159451723099
72718,0.07032789289951324
2330572,0.07030460238456726
724502,0.07027863711118698
2268465,0.07026910781860352
2482255,0.07023528963327408
